Date,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential
9/21/14 13:00,2014,3,HOU,NYG,AWAY,17,30,47,MetLife Stadium,Artificial,70,94,4,41.5,1,0,0,10,7,0,27,26,27:26:00,20,4,14,2,62,411,6.6,2,25,119,4.8,1,35,21,292,1,3,8.3,13.9,60,60.65,12,2,16.7,2,1,50,2,1,1,1,27,5,40,1,0,2,7,1,4,0,5,205,41,3,1,-2,0,14,3,13,0,32,34,32:34:00,26,14,10,2,71,419,5.9,3,42,193,4.6,1,28,21,226,2,0,8.1,10.8,75,122.02,12,4,33.3,1,0,0,7,2,2,2,18,4,31,2,1,1,8,5,5,0,4,159,39.8,1,3,2
9/21/14 13:00,2014,3,IND,JAX,AWAY,44,17,61,EverBank Field,Artificial,85,50,5,45.5,-6,10,20,0,14,0,37,3,37:03:00,27,5,22,0,74,529,7.1,5,29,144,5,0,43,33,385,4,0,9,11.7,76.7,134.35,14,8,57.1,1,0,0,6,4,3,3,47,8,46,0,0,2,5,7,5,0,2,107,53.5,0,3,3,0,0,3,14,0,22,57,22:57,18,6,10,2,55,344,6.3,2,20,105,5.2,0,31,18,239,2,2,7.7,13.3,58.1,77.22,10,4,40,0,0,0,1,1,1,1,0,2,15,1,1,4,17,7,4,0,5,232,46.4,3,0,-3
9/21/14 13:00,2014,3,MIN,NO,AWAY,9,20,29,Mercedes-Benz Superdome,Dome,82,68,10,49.5,10,0,6,3,0,0,26,27,26:27:00,13,3,8,2,54,247,4.6,0,22,59,2.7,0,30,17,188,0,0,6.3,11.1,56.7,75.42,15,6,40,0,0,0,2,0,1,0,11,5,44,0,0,2,15,3,5,0,4,181,45.2,0,0,0,13,0,0,7,0,33,33,33:33:00,27,8,17,2,68,396,5.8,3,32,108,3.4,1,35,27,288,2,0,8.2,10.7,77.1,119.7,13,9,69.2,0,0,0,3,2,1,1,-21,4,30,1,0,1,5,4,5,0,4,187,46.8,0,0,0
9/21/14 13:00,2014,3,OAK,NE,AWAY,9,16,25,Gillette Stadium,Grass,78,67,11,47,14,3,0,6,0,0,28,25,28:25:00,14,3,9,2,56,241,4.3,0,22,67,3,0,34,21,174,0,1,5.1,8.3,61.8,62.62,13,5,38.5,0,0,0,2,0,1,0,36,6,49,0,0,0,0,6,6,0,5,216,43.2,1,0,-1,0,10,0,6,0,31,35,31:35:00,21,5,14,2,71,297,4.2,1,32,76,2.4,0,37,24,221,1,0,6,9.2,64.9,90.03,18,9,50,1,0,0,4,1,2,0,8,6,59,1,0,2,13,2,1,0,5,240,48,0,1,1
9/21/14 13:00,2014,3,SD,BUF,AWAY,22,10,32,Ralph Wilson Stadium,Artificial,72,73,24,45.5,2.5,7,6,7,2,0,31,34,31:34:00,20,4,11,5,63,336,5.3,2,37,85,2.3,0,25,18,251,2,0,10,13.9,72,130.58,13,5,38.5,0,0,0,4,2,3,2,6,6,44,0,0,1,5,4,4,1,6,295,49.2,0,0,0,0,3,7,0,0,28,26,28:26:00,18,6,9,3,65,292,4.5,1,22,87,4,0,40,23,205,1,0,5.1,8.9,57.5,79.69,14,6,42.9,2,0,0,2,1,0,0,0,11,101,1,0,3,33,4,6,0,5,226,45.2,0,0,0
9/21/14 13:00,2014,3,TEN,CIN,AWAY,7,33,40,Paul Brown Stadium,Artificial,74,66,20,43.5,6.5,0,0,0,7,0,31,16,31:16:00,22,11,7,4,64,326,5.1,1,28,149,5.3,1,34,17,177,0,2,5.2,10.4,50,40.93,12,2,16.7,2,1,50,2,1,1,1,-1,11,99,2,0,2,8,0,2,0,4,141,35.2,2,1,-1,10,9,7,7,0,28,44,28:44:00,25,11,10,4,57,300,5.3,4,31,116,3.7,3,26,17,184,1,1,7.1,10.8,65.4,82.85,9,3,33.3,1,0,0,5,4,3,3,2,7,50,0,0,0,0,5,3,1,4,197,49.2,1,2,1
9/21/14 13:00,2014,3,WAS,PHI,AWAY,34,37,71,Lincoln Financial Field,Grass,79,62,4,49.5,4,14,6,7,7,0,34,48,34:48:00,27,6,18,3,76,511,6.7,4,28,84,3,1,48,30,427,3,1,8.9,14.2,62.5,103.39,15,8,53.3,1,0,0,4,3,3,3,23,10,131,1,0,0,0,2,4,0,3,170,56.7,1,1,0,7,14,6,10,0,25,12,25:12:00,22,3,14,5,68,379,5.6,4,26,54,2.1,0,42,28,325,3,0,7.7,11.6,66.7,113.69,11,4,36.4,0,0,0,4,2,1,1,33,9,70,2,1,0,0,0,1,0,4,149,37.2,1,1,0
9/21/14 16:05,2014,3,SF,ARI,AWAY,14,23,37,University of Phoenix Stadium,Dome,70,50,0,41,-3,7,7,0,0,0,32,20,32:20:00,20,4,15,1,62,318,5.1,2,24,82,3.4,1,37,29,236,1,0,6.4,8.1,78.4,102.25,13,6,46.2,1,1,100,3,2,2,2,14,9,107,0,0,1,9,3,2,0,4,174,43.5,0,1,1,3,3,14,3,0,27,40,27:40:00,24,5,12,7,61,338,5.5,2,27,84,3.1,0,34,19,254,2,0,7.5,13.4,55.9,99.39,13,8,61.5,1,1,100,4,1,2,0,8,5,36,1,1,0,0,2,4,0,1,49,49,1,0,-1
9/21/14 16:25,2014,3,DEN,SEA,AWAY,20,26,46,CenturyLink Field,Artificial,70,67,7,48,4,3,0,0,17,0,27,42,27:42:00,20,1,18,1,70,332,4.7,2,20,36,1.8,0,49,31,296,2,1,6,9.5,63.3,85.08,16,6,37.5,0,0,0,2,1,2,1,28,4,27,1,1,1,7,4,5,1,8,378,47.2,2,1,-1,3,14,0,3,6,38,4,38:04:00,26,8,16,2,75,384,5.1,3,37,129,3.5,1,35,25,255,2,1,7.3,10.2,71.4,99.11,17,7,41.2,0,0,0,4,2,3,2,88,7,34,0,0,3,20,8,5,0,6,301,50.2,1,2,1
9/21/14 16:25,2014,3,KC,MIA,AWAY,34,15,49,Sun Life Stadium,Grass,88,56,4,43,5.5,0,14,7,13,0,33,42,33:42:00,23,8,14,1,71,342,4.8,5,41,174,4.2,2,25,19,168,3,0,6.7,8.8,76,133,16,9,56.2,1,1,100,3,3,1,1,85,4,23,4,2,5,18,6,3,0,5,255,51,2,0,-2,0,3,12,0,0,26,18,26:18:00,18,6,12,0,67,332,5,1,20,141,7,0,43,21,191,1,0,4.4,9.1,48.8,69.04,15,4,26.7,2,0,0,2,1,1,1,11,6,65,1,0,4,14,5,6,1,7,327,46.7,0,2,2
9/21/14 20:30,2014,3,PIT,CAR,AWAY,37,19,56,Bank of America Stadium,Grass,79,52,7,42,3,3,6,14,14,0,34,39,34:39:00,24,12,9,3,65,454,7,4,34,264,7.8,1,30,22,190,2,0,6.3,8.6,73.3,111.81,11,3,27.3,1,1,100,4,3,4,3,17,11,91,0,0,1,6,6,3,0,3,138,46,0,2,2,3,0,3,13,0,25,21,25:21:00,20,3,14,3,54,349,6.5,2,10,42,4.2,0,41,29,307,2,0,7.5,10.6,70.7,108.49,12,4,33.3,1,1,100,0,0,0,0,-10,7,105,3,2,3,23,3,4,0,4,210,52.5,2,0,-2
9/22/14 20:30,2014,3,CHI,NYJ,AWAY,27,19,46,MetLife Stadium,Artificial,60,47,10,45,1.5,14,3,7,3,0,28,8,28:08:00,17,4,11,2,63,257,4.1,3,21,60,2.9,0,38,23,197,2,0,5.2,8.6,60.5,91.67,15,7,46.7,0,0,0,3,2,1,1,68,9,95,1,1,4,28,8,4,0,5,213,42.6,1,3,2,3,10,3,3,0,31,52,31:52:00,21,3,15,3,72,414,5.8,1,26,114,4.4,0,43,26,300,1,2,7,11.5,60.5,69.91,15,6,40,2,1,50,6,1,1,0,10,6,78,4,1,3,16,8,4,0,3,145,48.3,3,1,-2
9/25/14 20:25,2014,4,NYG,WAS,AWAY,45,14,59,FedEx Field,Grass,64,88,4,44.5,3,7,17,7,14,0,37,17,37:17:00,31,9,19,3,78,449,5.8,6,38,154,4.1,2,39,28,295,4,1,7.6,10.5,71.8,116.93,16,11,68.8,0,0,0,8,6,6,5,92,7,66,0,0,1,5,4,1,0,5,225,45,1,6,5,0,7,7,0,0,22,43,22:43,17,4,11,2,52,329,6.3,2,17,86,5.1,1,33,19,243,1,4,7.4,12.8,57.6,51.26,8,1,12.5,0,0,0,1,1,1,1,0,11,88,2,2,2,14,1,3,0,4,233,58.2,6,1,-5
9/28/14 13:00,2014,4,BUF,HOU,AWAY,17,23,40,Reliant Stadium,Dome,82,68,7,44,3,0,10,0,7,0,29,4,29:04:00,17,3,12,2,69,316,4.6,2,23,96,4.2,0,44,21,220,2,2,5,10.5,47.7,58.9,16,5,31.2,0,0,0,3,1,1,1,11,8,40,1,0,2,5,9,6,0,9,413,45.9,2,3,1,0,7,10,6,0,30,56,30:56:00,19,2,13,4,63,301,4.8,2,24,37,1.5,0,37,25,264,1,2,7.1,10.6,67.6,74.61,14,5,35.7,0,0,0,1,0,0,0,102,8,90,2,1,2,4,16,4,0,6,250,41.7,3,2,-1
9/28/14 13:00,2014,4,CAR,BAL,AWAY,10,38,48,M&T Bank Stadium,Artificial,78,0,4,42.5,3,0,7,3,0,0,29,36,29:36:00,20,2,16,2,62,315,5.1,1,26,67,2.6,0,34,20,248,1,0,7.3,12.4,58.8,91.3,15,10,66.7,0,0,0,3,0,1,0,-8,7,59,2,1,2,20,2,3,0,4,194,48.5,1,0,-1,0,21,7,10,0,30,24,30:24:00,25,7,15,3,61,454,7.4,5,30,127,4.2,2,31,22,327,3,0,10.5,14.9,71,137.43,13,10,76.9,0,0,0,3,2,1,1,18,4,40,0,0,0,0,7,3,0,1,39,39,0,1,1
9/28/14 13:00,2014,4,DET,NYJ,AWAY,24,17,41,MetLife Stadium,Artificial,80,46,0,43.5,1,3,14,0,7,0,34,53,34:53:00,17,5,12,0,65,360,5.5,3,27,88,3.3,1,34,24,272,2,0,8,11.3,70.6,113.85,15,6,40,0,0,0,2,2,1,1,54,5,33,0,0,4,21,4,4,0,6,306,51,0,2,2,3,0,7,7,0,25,7,25:07:00,17,8,8,1,62,336,5.4,2,27,132,4.9,1,33,17,204,1,1,6.2,12,51.5,68.24,15,7,46.7,0,0,0,2,1,0,0,0,6,32,2,1,2,5,7,5,0,6,310,51.7,2,0,-2
9/28/14 13:00,2014,4,GB,CHI,AWAY,38,17,55,Soldier Field,Grass,70,67,3,51,-1.5,7,14,10,7,0,23,38,23:38,21,3,16,2,47,358,7.6,5,18,56,3.1,1,28,22,302,4,0,10.8,13.7,78.6,151.19,8,4,50,0,0,0,5,4,4,3,102,9,70,0,0,1,0,3,2,0,0,0,0,0,2,2,7,10,0,0,0,36,22,36:22:00,33,16,14,3,77,496,6.4,2,41,235,5.7,0,35,23,261,2,2,7.5,11.3,65.7,83.15,11,7,63.6,3,2,66.7,4,2,3,1,0,6,46,3,0,1,4,0,1,0,0,0,0,2,0,-2
9/28/14 13:00,2014,4,MIA,OAK,AWAY,38,14,52,Wembley Stadium,Dome,74,56,6,41,-3.5,3,21,14,0,0,30,54,30:54:00,24,8,15,1,66,435,6.6,5,35,157,4.5,2,31,23,278,2,1,9,12.1,74.2,109.34,11,5,45.5,2,1,50,8,4,2,1,165,5,35,3,2,0,0,5,3,0,2,81,40.5,3,4,1,7,0,0,7,0,29,6,29:06:00,17,2,15,0,64,317,5,2,18,53,2.9,0,44,28,264,2,3,6,9.4,63.6,66.86,14,6,42.9,1,0,0,1,1,1,1,25,9,80,1,1,2,11,6,3,0,6,292,48.7,4,3,-1
9/28/14 13:00,2014,4,TB,PIT,AWAY,27,24,51,Heinz Field,Grass,74,54,3,44.5,7,10,0,7,10,0,25,45,25:45:00,21,7,11,3,64,350,5.5,3,20,63,3.2,1,43,21,287,2,1,6.7,13.7,48.8,76.41,13,7,53.8,1,0,0,5,3,4,3,29,9,50,0,0,1,15,5,8,0,3,106,35.3,1,1,0,10,7,7,0,0,34,15,34:15:00,27,6,18,3,73,390,5.3,3,27,85,3.1,0,41,30,305,3,0,7.4,10.2,73.2,118.45,14,6,42.9,1,1,100,3,2,3,2,27,13,125,2,1,5,26,4,4,0,4,148,37,1,1,0
9/28/14 13:00,2014,4,TEN,IND,AWAY,17,41,58,Lucas Oil Stadium,Dome,78,42,4,45.5,7.5,0,10,7,0,0,17,39,17:39,16,4,9,3,47,261,5.6,2,16,85,5.3,1,28,14,176,1,2,6.3,12.6,50,52.08,9,1,11.1,0,0,0,3,2,2,2,14,6,68,2,1,3,18,3,3,0,6,265,44.2,3,1,-2,14,6,14,7,0,42,21,42:21:00,31,7,21,3,82,498,6.1,5,41,105,2.6,1,41,29,393,4,1,9.6,13.6,70.7,123.32,14,7,50,0,0,0,6,4,3,3,28,11,88,0,0,0,0,5,2,0,4,168,42,1,3,2
9/28/14 16:05,2014,4,JAX,SD,AWAY,14,33,47,Qualcomm Stadium,Grass,73,54,8,45,13,0,14,0,0,0,30,34,30:34:00,21,7,12,2,65,319,4.9,2,25,85,3.4,1,37,29,234,1,2,6.3,8.1,78.4,79.5,14,9,64.3,2,0,0,2,2,2,2,0,3,32,1,1,3,19,5,5,0,2,112,56,3,0,-3,3,14,10,6,0,29,26,29:26:00,19,2,16,1,61,407,6.7,3,20,42,2.1,0,39,29,365,3,0,9.4,12.6,74.4,128.69,16,9,56.2,0,0,0,4,0,0,0,25,7,57,1,0,2,12,5,7,0,3,126,42,0,3,3
9/28/14 16:25,2014,4,ATL,MIN,AWAY,28,41,69,TCF Bank Stadium,,82,50,0,47.5,-5,7,7,14,0,0,27,8,27:08:00,23,6,16,1,64,411,6.4,4,22,123,5.6,1,41,25,288,3,2,7,11.5,61,86.23,15,10,66.7,0,0,0,1,1,1,1,16,5,50,0,0,1,10,1,2,0,5,250,50,2,0,-2,14,10,3,14,0,32,52,32:52:00,26,11,14,1,74,558,7.5,4,44,241,5.5,4,30,19,317,0,0,10.6,16.7,63.3,98.89,13,6,46.2,1,1,100,6,4,3,2,39,6,40,0,0,0,0,5,2,0,2,86,43,0,2,2
9/28/14 16:25,2014,4,PHI,SF,AWAY,21,26,47,Levi's Stadium,,72,51,4,49,3.5,7,14,0,0,0,17,43,17:43,11,1,10,0,56,213,3.8,3,12,22,1.8,0,43,21,191,0,2,4.4,9.1,48.8,41.91,13,5,38.5,2,0,0,1,0,1,0,139,10,70,2,2,1,4,7,6,0,6,291,48.5,4,1,-3,3,10,10,3,0,42,17,42:17:00,20,8,8,4,76,407,5.4,2,42,218,5.2,0,30,17,189,2,1,6.3,11.1,56.7,83.89,19,8,42.1,0,0,0,3,1,0,0,27,10,80,0,0,4,29,5,3,0,6,235,39.2,1,4,3
9/28/14 20:30,2014,4,NO,DAL,AWAY,17,38,55,AT&T Stadium,Dome,84,37,8,53.5,-3,0,0,3,14,0,25,15,25:15:00,20,4,14,2,59,438,7.4,2,13,104,8,0,44,32,334,2,1,7.6,10.4,72.7,100,10,4,40,2,1,50,3,2,0,0,15,3,20,2,2,2,6,3,7,0,2,83,41.5,3,0,-3,7,17,7,7,0,34,45,34:45:00,24,10,14,0,65,445,6.8,5,35,190,5.4,2,29,22,255,3,0,8.8,11.6,75.9,136.42,14,8,57.1,0,0,0,3,3,1,1,7,6,50,2,0,1,7,5,2,0,4,166,41.5,0,3,3
9/29/14 20:30,2014,4,NE,KC,AWAY,14,41,55,Arrowhead Stadium,Grass,82,42,3,45.5,-3,0,0,7,7,0,23,33,23:33,13,2,10,1,49,290,5.9,2,16,75,4.7,0,30,20,215,2,2,7.2,10.8,66.7,81.94,9,2,22.2,0,0,0,1,1,0,0,10,3,30,2,1,3,14,3,1,0,6,293,48.8,3,0,-3,7,10,10,14,0,36,27,36:27:00,26,10,15,1,66,443,6.7,5,38,207,5.4,1,26,20,236,3,0,9.1,11.8,76.9,142.47,12,7,58.3,0,0,0,6,4,5,4,76,4,35,0,0,2,12,2,2,0,4,180,45,0,3,3
10/2/14 20:25,2014,5,MIN,GB,AWAY,10,42,52,Lambeau Field,Grass,62,98,6,48,8,0,0,0,10,0,32,9,32:09:00,20,6,13,1,75,299,4,1,25,111,4.4,1,44,22,188,0,2,4.3,8.5,50,42.61,15,5,33.3,2,1,50,3,1,3,1,14,9,91,1,1,6,34,3,3,0,7,304,43.4,3,1,-2,14,14,14,0,0,27,51,27:51:00,15,6,8,1,52,320,6.2,6,28,156,5.6,2,22,15,164,3,1,7.5,10.9,68.2,110.61,11,4,36.4,0,0,0,4,4,0,0,77,5,30,0,0,2,14,16,4,0,6,304,50.7,1,3,2
10/5/14 13:00,2014,5,ATL,NYG,AWAY,20,30,50,MetLife Stadium,Artificial,55,45,9,50.5,4.5,7,6,7,0,0,28,19,28:19:00,20,5,13,2,67,397,5.9,2,21,90,4.3,1,45,29,307,1,1,6.8,10.6,64.4,82.36,13,2,15.4,2,1,50,3,1,3,1,22,8,81,1,0,1,9,1,2,0,5,163,32.6,1,2,1,7,3,7,13,0,31,41,31:41:00,22,7,11,4,65,317,4.9,3,34,124,3.6,1,30,19,193,2,0,6.4,10.2,63.3,103.89,15,9,60,0,0,0,4,3,3,2,6,3,15,2,2,1,7,8,5,0,3,173,57.7,2,1,-1
10/5/14 13:00,2014,5,BAL,IND,AWAY,13,20,33,Lucas Oil Stadium,Dome,53,50,14,49,2.5,0,3,0,10,0,21,17,21:17,15,4,9,2,57,287,5,1,15,90,6,1,38,22,197,0,1,5.2,9,57.9,60.96,11,1,9.1,3,1,33.3,3,1,0,0,21,5,36,2,2,4,38,5,3,0,5,242,48.4,3,4,1,3,3,7,7,0,38,43,38:43:00,26,6,19,1,80,422,5.3,2,30,117,3.9,1,49,32,305,1,2,6.2,9.5,65.3,72.24,15,7,46.7,1,0,0,5,2,4,1,38,6,83,3,2,1,7,6,6,0,3,143,47.7,4,3,-1
10/5/14 13:00,2014,5,BUF,DET,AWAY,17,14,31,Ford Field,Dome,68,70,0,43,4.5,0,3,3,11,0,32,19,32:19:00,19,2,15,2,67,343,5.1,1,22,49,2.2,0,43,30,294,1,1,6.8,9.8,69.8,86.77,16,5,31.2,0,0,0,3,1,1,1,33,11,74,3,0,2,14,4,8,0,8,345,43.1,1,2,1,7,7,0,0,0,27,41,27:41:00,13,3,7,3,57,263,4.6,2,20,69,3.4,0,31,18,194,1,1,6.3,10.8,58.1,73.86,11,1,9.1,0,0,0,1,1,0,0,89,8,62,3,1,6,27,9,8,0,7,330,47.1,2,1,-1
10/5/14 13:00,2014,5,CHI,CAR,AWAY,24,31,55,Bank of America Stadium,Grass,60,36,7,46.5,2,14,7,3,0,0,32,59,32:59:00,17,5,11,1,62,347,5.6,3,22,85,3.9,1,36,28,262,2,2,7.3,9.4,77.8,92.36,13,5,38.5,1,0,0,3,2,1,1,32,10,80,3,2,4,27,2,1,0,4,209,52.2,4,3,-1,7,7,7,10,0,26,51,26:51:00,22,5,15,2,64,321,5,4,27,90,3.3,1,35,19,231,2,1,6.6,12.2,54.3,81.96,12,5,41.7,0,0,0,3,3,3,3,117,3,30,3,2,2,24,5,4,0,5,241,48.2,3,4,1
10/5/14 13:00,2014,5,CLE,TEN,AWAY,29,28,57,LP Field,Grass,67,31,13,44,-1,0,10,3,16,0,29,17,29:17:00,27,10,16,1,74,460,6.2,3,36,175,4.9,0,37,21,285,3,1,7.7,13.6,56.8,97.24,12,4,33.3,2,0,0,4,3,1,1,14,7,74,0,0,1,7,4,5,1,3,147,49,1,0,-1,7,21,0,0,0,30,43,30:43:00,22,8,11,3,65,410,6.3,4,30,149,5,1,32,21,261,3,0,8.2,12.4,65.6,122.01,14,8,57.1,1,0,0,3,3,0,0,16,7,68,0,0,3,12,4,4,0,5,188,37.6,0,1,1
10/5/14 13:00,2014,5,HOU,DAL,AWAY,17,20,37,AT&T Stadium,Dome,70,64,9,47.5,5,0,0,7,10,0,31,8,31:08:00,15,8,7,0,56,330,5.9,2,31,176,5.7,2,25,16,154,0,1,6.2,9.6,64,64.42,13,4,30.8,1,1,100,3,2,1,1,35,5,35,0,0,0,0,5,4,0,7,326,46.6,1,3,2,0,3,7,7,3,36,7,36:07:00,24,8,16,0,75,456,6.1,2,33,140,4.2,0,41,28,316,2,1,7.7,11.3,68.3,97.21,14,8,57.1,0,0,0,3,1,1,1,62,7,56,2,2,1,8,6,1,0,4,185,46.2,3,1,-2
10/5/14 13:00,2014,5,PIT,JAX,AWAY,17,9,26,EverBank Field,Artificial,71,30,10,47.5,-5.5,0,10,0,7,0,35,17,35:17:00,20,5,15,0,68,372,5.5,2,28,111,4,0,36,26,261,1,0,7.2,10,72.2,101.74,16,8,50,0,0,0,4,1,2,1,42,7,50,1,1,4,12,5,4,0,5,227,45.4,1,2,1,3,3,3,0,0,24,43,24:43:00,12,4,8,0,52,243,4.7,0,15,56,3.7,0,36,22,187,0,2,5.2,8.5,61.1,51.5,12,3,25,1,1,100,2,0,0,0,8,4,34,3,0,1,4,4,3,0,5,225,45,2,1,-1
10/5/14 13:00,2014,5,STL,PHI,AWAY,28,34,62,Lincoln Financial Field,Grass,59,37,16,48,4,0,7,7,14,0,32,59,32:59:00,29,7,21,1,76,466,6.1,4,23,125,5.4,1,49,29,341,3,0,7,11.8,59.2,100.81,14,7,50,1,0,0,4,3,3,2,7,10,82,3,3,4,34,0,4,0,5,166,33.2,3,3,0,13,7,14,0,0,27,1,27:01:00,22,7,13,2,70,352,5,4,33,145,4.4,0,37,24,207,2,1,5.6,8.6,64.9,86.2,15,8,53.3,0,0,0,3,1,2,1,77,4,39,2,2,0,0,3,3,0,4,163,40.8,3,3,0
10/5/14 13:00,2014,5,TB,NO,AWAY,31,37,68,Mercedes-Benz Superdome,Dome,69,40,7,48,10.5,0,10,14,7,0,27,4,27:04:00,20,4,13,3,54,314,5.8,4,21,66,3.1,1,32,19,248,2,1,7.8,13.1,59.4,91.67,9,3,33.3,0,0,0,2,2,2,2,36,15,113,2,0,1,1,6,5,0,4,162,40.5,1,3,2,6,7,7,11,6,38,32,38:32:00,34,12,17,5,86,511,5.9,4,29,140,4.8,2,57,35,371,2,3,6.5,10.6,61.4,70.14,13,6,46.2,0,0,0,5,3,1,1,0,6,50,0,0,0,0,3,3,1,2,97,48.5,3,1,-2
10/5/14 16:05,2014,5,ARI,DEN,AWAY,20,41,61,Sports Authority Field at Mile High,Grass,71,20,10,47,8.5,6,7,7,0,0,24,43,24:43:00,9,1,7,1,56,215,3.8,2,19,37,1.9,1,34,12,178,1,0,5.2,14.8,35.3,63.11,16,3,18.8,0,0,0,2,1,2,1,31,3,15,1,0,3,21,1,5,0,11,487,44.3,0,2,2,7,14,3,17,0,35,17,35:17:00,24,5,18,1,76,568,7.5,5,28,92,3.3,1,47,31,476,4,2,10.1,15.4,66,109.88,16,7,43.8,0,0,0,3,3,1,1,38,7,67,0,0,1,3,10,7,0,4,199,49.8,2,0,-2
10/5/14 16:25,2014,5,KC,SF,AWAY,17,22,39,Levi's Stadium,,85,28,1,43,4,7,3,7,0,0,23,56,23:56,14,2,12,0,50,265,5.3,2,19,90,4.7,0,31,17,175,2,1,5.6,10.3,54.8,79.37,11,6,54.5,0,0,0,2,2,1,1,38,4,29,1,0,0,0,5,7,0,4,161,40.2,1,0,-1,3,10,3,6,0,36,4,36:04:00,22,10,10,2,70,357,5.1,1,40,171,4.3,0,27,14,186,1,0,6.9,13.3,51.9,86.34,16,6,37.5,1,1,100,4,1,2,1,2,2,10,1,0,3,15,1,2,0,2,107,53.5,0,1,1
10/5/14 16:25,2014,5,NYJ,SD,AWAY,0,31,31,Qualcomm Stadium,Grass,91,11,8,44,6.5,0,0,0,0,0,21,6,21:06,11,5,4,2,54,151,2.8,0,21,91,4.3,0,31,12,60,0,1,1.9,5,38.7,33.4,12,1,8.3,1,0,0,1,0,1,0,5,12,94,1,1,2,14,5,7,0,8,409,51.1,2,1,-1,7,14,7,3,0,38,54,38:54:00,21,6,13,2,71,439,6.2,4,40,162,4,1,28,20,277,3,1,9.9,13.8,71.4,123.66,18,12,66.7,0,0,0,5,4,2,2,39,5,76,0,0,3,11,5,4,0,5,204,40.8,1,2,1
10/5/14 20:30,2014,5,CIN,NE,AWAY,17,43,60,Gillette Stadium,Grass,47,71,2,45.5,-2.5,0,3,14,0,0,21,4,21:04,17,4,8,5,48,320,6.7,2,18,79,4.4,0,29,18,241,2,0,8.3,13.4,62.1,111.42,7,0,0,1,0,0,2,1,0,0,53,4,37,3,3,1,8,1,3,0,4,166,41.5,3,0,-3,14,6,14,9,0,38,56,38:56:00,30,11,17,2,82,505,6.2,4,46,220,4.8,1,35,23,285,2,0,8.1,12.4,65.7,109.82,16,6,37.5,1,1,100,6,3,2,1,23,12,114,1,0,1,7,2,2,0,3,121,40.3,0,3,3
10/6/14 20:30,2014,5,SEA,WAS,AWAY,27,17,44,FedEx Field,Grass,67,47,4,45,-7,7,10,0,10,0,34,56,34:56:00,20,10,8,2,63,403,6.4,3,36,225,6.2,1,24,18,178,2,0,7.4,9.9,75,123.26,14,5,35.7,1,1,100,5,3,2,2,54,13,90,2,0,3,23,4,3,0,6,260,43.3,0,0,0,0,7,3,7,0,25,4,25:04:00,14,1,12,1,54,307,5.7,2,17,32,1.9,0,36,21,275,2,0,7.6,13.1,58.3,101.04,12,3,25,0,0,0,2,1,0,0,0,3,30,1,0,1,8,5,3,0,8,399,49.9,0,0,0
