Date,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential
11/26/1995,1995,13,STL,SFO,AWAY,13,41,54,,Grass,,,,43.5,14.5,7,0,6,0,0,24,58,24:58:00,13,,,,61,229,3.75,,20,81,4.05,,40,18,148,,4,3.7,8.22,45,,,,,,,,,,,,11,6,50,1,1,1,2,,,,5,235,47,5,3,-2,7,21,7,6,0,35,2,35:02:00,23,,,,72,348,4.83,,31,79,2.55,,40,26,269,,2,6.73,10.35,65,,,,,,,,,,,,194,2,15,2,1,1,1,,,,3,123,41,3,5,2
11/26/1995,1995,13,TAM,GNB,AWAY,13,35,48,,Grass,,,,39,10,0,10,3,0,0,34,14,34:14:00,22,,,,71,325,4.58,,19,42,2.21,,48,27,283,,0,5.9,10.48,56.25,,,,,,,,,,,,0,11,69,1,0,4,29,,,,5,175,35,0,0,0,7,14,7,7,0,25,46,25:46:00,22,,,,50,369,7.38,,25,108,4.32,,24,16,261,,0,10.88,16.31,66.67,,,,,,,,,,,,18,8,54,2,0,1,6,,,,4,148,37,0,0,0
11/27/1995,1995,13,OAK,SDG,AWAY,6,12,18,,Grass,,,,39,-1,3,0,0,3,0,28,4,28:04:00,16,,,,61,284,4.66,,26,119,4.58,,32,17,165,,3,5.16,9.71,53.13,,,,,,,,,,,,29,7,60,2,1,3,27,,,,3,111,37,4,0,-4,0,6,3,3,0,31,56,31:56:00,17,,,,68,282,4.15,,31,78,2.52,,34,24,204,,0,6,8.5,70.59,,,,,,,,,,,,25,6,47,0,0,3,32,,,,5,200,40,0,4,4
11/30/1995,1995,14,NYG,ARI,AWAY,10,6,16,,Grass,,,,40.5,2.5,0,3,7,0,0,27,14,27:14:00,14,,,,55,199,3.62,,25,66,2.64,,27,17,133,,0,4.93,7.82,62.96,,,,,,,,,,,,18,3,20,1,1,3,11,,,,5,215,43,1,3,2,0,6,0,0,0,32,46,32:46:00,17,,,,65,342,5.26,,24,92,3.83,,39,23,250,,2,6.41,10.87,58.97,,,,,,,,,,,,-3,8,53,3,1,2,4,,,,2,78,39,3,1,-2
12/3/1995,1995,14,ATL,MIA,AWAY,20,21,41,,Grass,,,,48.5,7,7,7,0,6,0,24,57,24:57:00,18,,,,48,296,6.17,,24,92,3.83,,23,17,204,,0,8.87,12,73.91,,,,,,,,,,,,34,4,35,2,0,1,6,,,,3,105,35,0,2,2,3,6,0,12,0,35,3,35:03:00,29,,,,72,428,5.94,,22,85,3.86,,50,35,343,,2,6.86,9.8,70,,,,,,,,,,,,8,3,20,0,0,0,0,,,,1,38,38,2,0,-2
12/3/1995,1995,14,BUF,SFO,AWAY,17,27,44,,Grass,,,,46,14,3,7,0,7,0,27,11,27:11:00,15,,,,71,275,3.87,,24,84,3.5,,43,19,191,,3,4.44,10.05,44.19,,,,,,,,,,,,70,7,44,3,2,4,30,,,,6,222,37,5,1,-4,7,3,7,10,0,32,49,32:49:00,18,,,,75,323,4.31,,27,102,3.78,,44,28,221,,1,5.02,7.89,63.64,,,,,,,,,,,,-9,7,35,0,0,4,22,,,,7,294,42,1,5,4
12/3/1995,1995,14,CIN,GNB,AWAY,10,24,34,,Grass,,,,46,11,0,10,0,0,0,22,18,22:18:00,12,,,,52,223,4.29,,13,31,2.38,,36,19,192,,2,5.33,10.11,52.78,,,,,,,,,,,,61,5,25,1,0,3,10,,,,5,210,42,2,1,-1,3,7,7,7,0,37,42,37:42:00,23,,,,74,434,5.86,,30,95,3.17,,43,31,339,,1,7.88,10.94,72.09,,,,,,,,,,,,93,3,15,1,0,1,0,,,,4,136,34,1,2,1
12/3/1995,1995,14,CLE,SDG,AWAY,13,31,44,,Grass,,,,38,6.5,0,3,7,3,0,27,0,27:00:00,19,,,,59,313,5.31,,16,26,1.63,,41,28,287,,0,7,10.25,68.29,,,,,,,,,,,,12,6,61,1,1,2,16,,,,5,190,38,1,1,0,7,10,0,14,0,33,0,33:00:00,25,,,,68,416,6.12,,43,186,4.33,,25,18,230,,1,9.2,12.78,72,,,,,,,,,,,,3,4,28,1,0,0,0,,,,4,176,44,1,1,0
12/3/1995,1995,14,HOU,PIT,AWAY,7,21,28,,Artificial,,,,41,8,0,7,0,0,0,30,51,30:51:00,11,,,,66,249,3.77,,27,75,2.78,,33,17,174,,1,5.27,10.24,51.52,,,,,,,,,,,,47,5,42,2,1,6,33,,,,11,407,37,2,4,2,7,7,0,7,0,29,9,29:09:00,17,,,,72,358,4.97,,30,153,5.1,,40,15,205,,2,5.13,13.67,37.5,,,,,,,,,,,,70,6,39,3,2,2,4,,,,9,351,39,4,2,-2
12/3/1995,1995,14,IND,CAR,AWAY,10,13,23,,Grass,,,,38,-4.5,10,0,0,0,0,31,19,31:19:00,12,,,,61,200,3.28,,25,65,2.6,,29,14,135,,2,4.66,9.64,48.28,,,,,,,,,,,,32,6,48,0,0,7,38,,,,8,336,42,2,2,0,0,10,0,3,0,28,41,28:41:00,12,,,,62,255,4.11,,27,85,3.15,,35,14,170,,1,4.86,12.14,40,,,,,,,,,,,,148,5,35,2,1,0,0,,,,7,259,37,2,2,0
12/3/1995,1995,14,JAC,DEN,AWAY,23,31,54,,Grass,,,,42.5,13,3,7,6,7,0,28,43,28:43:00,13,,,,52,260,5,,21,69,3.29,,28,15,191,,1,6.82,12.73,53.57,,,,,,,,,,,,5,10,67,1,1,3,7,,,,5,215,43,2,3,1,7,14,7,3,0,31,17,31:17:00,20,,,,67,397,5.93,,33,111,3.36,,34,22,286,,1,8.41,13,64.71,,,,,,,,,,,,25,2,10,2,2,0,0,,,,2,88,44,3,2,-1
12/3/1995,1995,14,KAN,OAK,AWAY,29,23,52,,Grass,,,,37,1,6,6,10,7,0,33,0,33:00:00,16,,,,63,308,4.89,,36,187,5.19,,25,16,121,,1,4.84,7.56,64,,,,,,,,,,,,107,9,80,1,0,2,23,,,,6,270,45,1,4,3,7,3,0,13,0,27,0,27:00:00,20,,,,63,329,5.22,,11,8,0.73,,48,28,321,,2,6.69,11.46,58.33,,,,,,,,,,,,79,13,105,3,2,4,24,,,,5,205,41,4,1,-3
12/3/1995,1995,14,NOR,NWE,AWAY,31,17,48,,Artificial,,,,42,5.5,14,3,0,14,0,24,21,24:21:00,17,,,,48,432,9,,22,139,6.32,,26,17,293,,1,11.27,17.24,65.38,,,,,,,,,,,,26,4,36,1,0,0,0,,,,4,164,41,1,3,2,7,7,0,3,0,35,39,35:39:00,21,,,,73,331,4.53,,39,140,3.59,,32,18,191,,2,5.97,10.61,56.25,,,,,,,,,,,,56,8,68,3,1,2,6,,,,4,164,41,3,1,-2
12/3/1995,1995,14,PHI,SEA,AWAY,14,26,40,,Dome,,,,40.5,-3,0,7,0,7,0,26,58,26:58:00,17,,,,58,269,4.64,,21,69,3.29,,36,19,200,,1,5.56,10.53,52.78,,,,,,,,,,,,45,8,44,1,0,1,0,,,,5,225,45,1,0,-1,7,10,3,6,0,33,2,33:02:00,20,,,,71,316,4.45,,38,167,4.39,,30,17,149,,0,4.97,8.76,56.67,,,,,,,,,,,,49,3,25,1,0,3,20,,,,4,192,48,0,1,1
12/3/1995,1995,14,STL,NYJ,AWAY,23,20,43,,Artificial,,,,38,-1.5,7,0,7,9,0,29,49,29:49:00,13,,,,69,210,3.04,,27,76,2.81,,38,17,134,,4,3.53,7.88,44.74,,,,,,,,,,,,86,6,33,2,0,4,37,,,,10,480,48,4,2,-2,0,7,3,10,0,30,11,30:11:00,13,,,,63,248,3.94,,22,60,2.73,,35,20,188,,1,5.37,9.4,57.14,,,,,,,,,,,,160,9,102,1,1,6,30,,,,9,405,45,2,4,2
12/3/1995,1995,14,TAM,MIN,AWAY,17,31,48,,Dome,,,,43,8,0,7,3,7,0,27,32,27:32:00,17,,,,61,256,4.2,,22,90,4.09,,31,15,166,,1,5.35,11.07,48.39,,,,,,,,,,,,26,8,45,3,1,8,57,,,,5,235,47,2,2,0,14,14,0,3,0,32,28,32:28:00,22,,,,66,452,6.85,,32,190,5.94,,32,20,262,,2,8.19,13.1,62.5,,,,,,,,,,,,51,4,30,3,0,2,10,,,,1,42,42,2,2,0
12/3/1995,1995,14,WAS,DAL,AWAY,24,17,41,,Artificial,,,,45.5,17.5,0,7,7,10,0,29,51,29:51:00,18,,,,64,292,4.56,,39,140,3.59,,24,11,152,,0,6.33,13.82,45.83,,,,,,,,,,,,35,2,31,0,0,1,2,,,,6,276,46,0,1,1,0,10,0,7,0,30,9,30:09:00,24,,,,72,381,5.29,,25,96,3.84,,47,29,285,,1,6.06,9.83,61.7,,,,,,,,,,,,0,4,35,4,0,0,0,,,,6,240,40,1,0,-1
12/4/1995,1995,14,CHI,DET,AWAY,7,27,34,,Dome,,,,49,3,0,0,7,0,0,28,5,28:05:00,13,,,,55,185,3.36,,18,77,4.28,,33,21,108,,0,3.27,5.14,63.64,,,,,,,,,,,,51,6,59,1,0,4,32,,,,5,190,38,0,0,0,14,7,3,3,0,31,55,31:55:00,27,,,,65,419,6.45,,25,109,4.36,,39,26,310,,0,7.95,11.92,66.67,,,,,,,,,,,,8,7,49,0,0,1,10,,,,3,147,49,0,0,0
12/9/1995,1995,15,ARI,SDG,AWAY,25,28,53,,Grass,,,,39,9,0,14,3,8,0,26,52,26:52:00,13,,,,60,282,4.7,,15,32,2.13,,40,24,250,,0,6.25,10.42,60,,,,,,,,,,,,31,8,70,6,1,5,33,,,,7,308,44,1,6,5,0,14,14,0,0,33,8,33:08:00,20,,,,74,380,5.14,,33,92,2.79,,41,26,288,,4,7.02,11.08,63.41,,,,,,,,,,,,30,10,72,2,2,0,0,,,,2,108,54,6,1,-5
12/9/1995,1995,15,CLE,MIN,AWAY,11,27,38,,Dome,,,,44,9.5,0,3,0,8,0,20,13,20:13:00,10,,,,46,201,4.37,,13,29,2.23,,28,15,172,,4,6.14,11.47,53.57,,,,,,,,,,,,54,8,76,3,0,5,36,,,,4,196,49,4,2,-2,3,10,7,7,0,39,47,39:47:00,26,,,,81,436,5.38,,39,111,2.85,,40,29,325,,2,8.13,11.21,72.5,,,,,,,,,,,,34,7,47,2,0,2,14,,,,2,94,47,2,4,2
12/10/1995,1995,15,BUF,STL,AWAY,45,27,72,,Dome,,,,40.5,-3,7,14,14,10,0,29,12,29:12:00,29,,,,64,454,7.09,,38,222,5.84,,25,19,232,,1,9.28,12.21,76,,,,,,,,,,,,50,4,30,0,0,1,5,,,,3,150,50,1,1,0,10,3,3,11,0,30,48,30:48:00,27,,,,87,450,5.17,,22,73,3.32,,61,34,377,,0,6.18,11.09,55.74,,,,,,,,,,,,26,13,97,1,1,4,24,,,,5,235,47,1,1,0
12/10/1995,1995,15,CHI,CIN,AWAY,10,16,26,,Artificial,,,,44.5,-3,0,3,0,7,0,26,14,26:14:00,17,,,,65,302,4.65,,26,119,4.58,,36,18,183,,0,5.08,10.17,50,,,,,,,,,,,,0,6,47,1,1,3,13,,,,6,186,31,1,0,-1,3,3,10,0,0,33,46,33:46:00,19,,,,68,337,4.96,,26,91,3.5,,41,30,246,,0,6,8.2,73.17,,,,,,,,,,,,7,6,43,0,0,1,7,,,,4,112,28,0,1,1
12/10/1995,1995,15,DAL,PHI,AWAY,17,20,37,,Artificial,,,,40.5,-8.5,7,10,0,0,0,27,36,27:36:00,15,,,,60,196,3.27,,28,114,4.07,,28,11,82,,0,2.93,7.45,39.29,,,,,,,,,,,,65,4,55,1,1,4,28,,,,6,234,39,1,2,1,3,3,8,6,0,32,24,32:24:00,19,,,,72,311,4.32,,40,149,3.73,,29,20,162,,1,5.59,8.1,68.97,,,,,,,,,,,,21,8,47,1,1,3,25,,,,4,148,37,2,1,-1
12/10/1995,1995,15,DET,HOU,AWAY,24,17,41,,Dome,,,,43,-6,7,10,0,7,0,22,53,22:53:00,15,,,,62,322,5.19,,23,59,2.57,,36,16,263,,2,7.31,16.44,44.44,,,,,,,,,,,,68,8,52,3,2,3,20,,,,5,195,39,4,6,2,0,7,3,7,0,37,7,37:07:00,26,,,,78,405,5.19,,26,93,3.58,,49,31,312,,3,6.37,10.06,63.27,,,,,,,,,,,,8,3,33,5,3,3,34,,,,4,156,39,6,4,-2
12/10/1995,1995,15,GNB,TAM,AWAY,10,13,23,,Grass,,,,42.5,-7,0,3,0,7,0,29,20,29:20:00,20,,,,65,346,5.32,,20,61,3.05,,45,27,285,,0,6.33,10.56,60,,,,,,,,,,,,28,1,5,1,0,0,0,,,,5,210,42,0,2,2,0,0,7,3,3,34,26,34:26:00,19,,,,70,345,4.93,,25,127,5.08,,42,23,218,,2,5.19,9.48,54.76,,,,,,,,,,,,27,8,76,0,0,3,22,,,,6,258,43,2,0,-2
12/10/1995,1995,15,IND,JAC,AWAY,41,31,72,,Grass,,,,37,-4,14,10,3,14,0,28,42,28:42:00,15,,,,52,219,4.21,,35,91,2.6,,16,9,128,,0,8,14.22,56.25,,,,,,,,,,,,55,6,72,0,0,1,1,,,,2,86,43,0,2,2,0,7,3,21,0,31,18,31:18:00,27,,,,66,424,6.42,,25,126,5.04,,39,26,298,,1,7.64,11.46,66.67,,,,,,,,,,,,-3,6,55,1,1,2,14,,,,2,84,42,2,0,-2
12/10/1995,1995,15,NOR,ATL,AWAY,14,19,33,,Dome,,,,47,4,0,0,0,14,0,31,15,31:15:00,21,,,,65,342,5.26,,18,55,3.06,,47,31,287,,1,6.11,9.26,65.96,,,,,,,,,,,,6,4,21,0,0,0,0,,,,6,264,44,1,0,-1,6,3,7,3,0,28,45,28:45:00,18,,,,62,333,5.37,,22,91,4.14,,39,20,242,,0,6.21,12.1,51.28,,,,,,,,,,,,71,6,34,1,0,1,9,,,,4,148,37,0,1,1
12/10/1995,1995,15,NYJ,NWE,AWAY,28,31,59,,Artificial,,,,37,7,0,7,7,14,0,33,39,33:39:00,23,,,,74,347,4.69,,28,93,3.32,,42,27,254,,1,6.05,9.41,64.29,,,,,,,,,,,,33,8,86,6,3,4,42,,,,9,351,39,4,3,-1,0,7,7,17,0,26,21,26:21:00,18,,,,72,327,4.54,,35,160,4.57,,36,11,167,,1,4.64,15.18,30.56,,,,,,,,,,,,95,6,47,4,2,1,11,,,,7,287,41,3,4,1
12/10/1995,1995,15,PIT,OAK,AWAY,29,10,39,,Grass,,,,39,1,7,13,3,6,0,37,28,37:28:00,21,,,,77,355,4.61,,44,144,3.27,,31,15,211,,1,6.81,14.07,48.39,,,,,,,,,,,,76,1,10,2,1,2,19,,,,3,129,43,2,4,2,0,7,3,0,0,22,32,22:32:00,9,,,,52,190,3.65,,15,28,1.87,,37,20,162,,4,4.38,8.1,54.05,,,,,,,,,,,,16,9,57,0,0,0,0,,,,6,258,43,4,2,-2
12/10/1995,1995,15,SEA,DEN,AWAY,31,27,58,,Grass,,,,44,7,0,3,7,21,0,25,37,25:37:00,19,,,,63,326,5.17,,27,134,4.96,,34,16,192,,2,5.65,12,47.06,,,,,,,,,,,,24,9,103,0,0,2,21,,,,6,276,46,2,5,3,10,10,0,7,0,34,23,34:23:00,25,,,,70,388,5.54,,37,240,6.49,,29,16,148,,3,5.1,9.25,55.17,,,,,,,,,,,,160,9,78,2,2,4,26,,,,2,76,38,5,2,-3
12/10/1995,1995,15,SFO,CAR,AWAY,31,10,41,,Grass,,,,42,-14.5,7,14,7,3,0,35,28,35:28:00,26,,,,79,401,5.08,,29,79,2.72,,47,31,322,,1,6.85,10.39,65.96,,,,,,,,,,,,35,6,46,2,1,3,14,,,,3,120,40,2,1,-1,0,3,7,0,0,24,32,24:32:00,12,,,,53,195,3.68,,23,76,3.3,,29,12,119,,1,4.1,9.92,41.38,,,,,,,,,,,,5,4,35,0,0,1,8,,,,5,185,37,1,2,1
12/10/1995,1995,15,WAS,NYG,AWAY,13,20,33,,Artificial,,,,38.5,3,0,3,0,10,0,38,40,38:40:00,21,,,,76,306,4.03,,40,161,4.03,,32,17,145,,1,4.53,8.53,53.13,,,,,,,,,,,,-2,2,10,0,0,4,30,,,,3,144,48,1,1,0,3,10,0,7,0,21,20,21:20:00,9,,,,40,160,4,,24,88,3.67,,12,10,72,,0,6,7.2,83.33,,,,,,,,,,,,38,4,26,1,1,4,19,,,,4,172,43,1,1,0
12/11/1995,1995,15,KAN,MIA,AWAY,6,13,19,,Grass,,,,44,3.5,0,0,0,6,0,24,8,24:08:00,17,,,,61,333,5.46,,24,153,6.38,,37,15,180,,1,4.86,12,40.54,,,,,,,,,,,,44,5,51,2,2,0,0,,,,4,188,47,3,2,-1,6,7,0,0,0,35,52,35:52:00,15,,,,68,250,3.68,,33,102,3.09,,34,18,148,,1,4.35,8.22,52.94,,,,,,,,,,,,26,6,56,3,1,1,8,,,,6,270,45,2,3,1
12/16/1995,1995,16,GNB,NOR,AWAY,34,23,57,,Dome,,,,46,-5.5,14,14,6,0,0,31,2,31:02:00,22,,,,62,397,6.4,,30,103,3.43,,30,21,294,,0,9.8,14,70,,,,,,,,,,,,22,7,59,1,0,2,14,,,,2,90,45,0,1,1,7,7,0,9,0,28,58,28:58:00,26,,,,66,404,6.12,,19,55,2.89,,45,29,349,,1,7.76,12.03,64.44,,,,,,,,,,,,9,8,85,1,0,2,15,,,,4,176,44,1,0,-1
12/16/1995,1995,16,NWE,PIT,AWAY,27,41,68,,Artificial,,,,40,10,3,3,6,15,0,36,8,36:08:00,28,,,,85,439,5.16,,23,117,5.09,,60,39,322,,1,5.37,8.26,65,,,,,,,,,,,,0,5,54,2,2,2,14,,,,5,210,42,3,1,-2,0,17,7,17,0,23,52,23:52:00,14,,,,53,321,6.06,,24,95,3.96,,28,16,226,,1,8.07,14.13,57.14,,,,,,,,,,,,52,5,43,0,0,1,10,,,,5,220,44,1,3,2
12/17/1995,1995,16,ARI,PHI,AWAY,20,21,41,,Artificial,,,,38,9.5,6,11,3,0,0,34,58,34:58:00,18,,,,74,324,4.38,,33,93,2.82,,38,21,231,,2,6.08,11,55.26,,,,,,,,,,,,59,7,40,3,3,3,22,,,,5,195,39,5,4,-1,0,7,7,7,0,25,2,25:02:00,11,,,,58,274,4.72,,25,76,3.04,,31,14,198,,3,6.39,14.14,45.16,,,,,,,,,,,,5,7,75,2,1,2,15,,,,8,344,43,4,5,1
12/17/1995,1995,16,ATL,CAR,AWAY,17,21,38,,Grass,,,,40,-4,14,3,0,0,0,34,40,34:40:00,25,,,,73,419,5.74,,17,87,5.12,,56,31,332,,2,5.93,10.71,55.36,,,,,,,,,,,,8,9,60,1,0,0,0,,,,3,117,39,2,2,0,0,7,7,7,0,25,20,25:20:00,15,,,,52,328,6.31,,24,45,1.88,,28,18,283,,1,10.11,15.72,64.29,,,,,,,,,,,,21,4,25,1,1,0,0,,,,3,108,36,2,2,0
12/17/1995,1995,16,CIN,CLE,AWAY,10,26,36,,Grass,,,,41,-1.5,0,3,0,7,0,25,23,25:23:00,16,,,,64,312,4.88,,16,65,4.06,,46,22,247,,1,5.37,11.23,47.83,,,,,,,,,,,,0,6,36,3,0,2,10,,,,4,168,42,1,1,0,0,17,6,3,0,34,37,34:37:00,23,,,,73,400,5.48,,41,159,3.88,,32,22,241,,0,7.53,10.95,68.75,,,,,,,,,,,,23,6,36,1,1,0,0,,,,3,132,44,1,1,0
12/17/1995,1995,16,DEN,KAN,AWAY,17,20,37,,Grass,,,,40.5,6.5,0,7,3,7,0,23,49,23:49:00,18,,,,55,268,4.87,,16,64,4,,36,24,204,,0,5.67,8.5,66.67,,,,,,,,,,,,5,4,29,2,2,3,38,,,,7,294,42,2,1,-1,7,7,0,6,0,36,11,36:11:00,22,,,,71,364,5.13,,33,145,4.39,,37,23,219,,0,5.92,9.52,62.16,,,,,,,,,,,,12,5,41,1,1,1,13,,,,6,228,38,1,2,1
12/17/1995,1995,16,JAC,DET,AWAY,0,44,44,,Dome,,,,46.5,13.5,0,0,0,0,0,23,59,23:59:00,15,,,,51,235,4.61,,20,109,5.45,,28,13,126,,4,4.5,9.69,46.43,,,,,,,,,,,,0,8,67,1,1,3,34,,,,3,135,45,5,0,-5,10,17,10,7,0,36,1,36:01:00,28,,,,71,386,5.44,,41,156,3.8,,28,19,230,,0,8.21,12.11,67.86,,,,,,,,,,,,84,3,51,1,0,2,3,,,,1,28,28,0,5,5
12/17/1995,1995,16,MIA,BUF,AWAY,20,23,43,,Artificial,,,,42.5,4,0,3,10,7,0,25,28,25:28:00,12,,,,49,269,5.49,,18,42,2.33,,28,18,227,,1,8.11,12.61,64.29,,,,,,,,,,,,23,7,64,1,0,3,27,,,,5,210,42,1,2,1,3,10,7,3,0,34,32,34:32:00,25,,,,77,342,4.44,,48,208,4.33,,28,16,134,,1,4.79,8.38,57.14,,,,,,,,,,,,48,2,20,2,1,1,5,,,,4,144,36,2,1,-1
12/17/1995,1995,16,NYG,DAL,AWAY,20,21,41,,Artificial,,,,41,15,0,14,0,6,0,33,5,33:05:00,21,,,,66,347,5.26,,44,244,5.55,,20,10,103,,1,5.15,10.3,50,,,,,,,,,,,,27,7,108,0,0,2,8,,,,3,132,44,1,1,0,3,3,6,9,0,26,55,26:55:00,21,,,,61,327,5.36,,27,105,3.89,,34,16,222,,1,6.53,13.88,47.06,,,,,,,,,,,,54,6,44,0,0,0,0,,,,2,100,50,1,1,0
12/17/1995,1995,16,NYJ,HOU,AWAY,6,23,29,,Dome,,,,39.5,5.5,0,0,0,6,0,25,3,25:03:00,10,,,,53,164,3.09,,16,30,1.88,,34,19,134,,0,3.94,7.05,55.88,,,,,,,,,,,,49,6,120,2,0,3,27,,,,9,342,38,0,0,0,10,3,0,10,0,34,57,34:57:00,21,,,,67,274,4.09,,38,108,2.84,,27,13,166,,0,6.15,12.77,48.15,,,,,,,,,,,,43,9,65,2,0,2,32,,,,6,252,42,0,0,0
12/17/1995,1995,16,OAK,SEA,AWAY,10,44,54,,Dome,,,,42,-3,3,0,0,7,0,33,38,33:38:00,15,,,,69,322,4.67,,32,140,4.38,,34,18,182,,0,5.35,10.11,52.94,,,,,,,,,,,,6,7,64,2,1,3,15,,,,8,344,43,1,1,0,17,10,14,3,0,26,22,26:22:00,18,,,,50,339,6.78,,25,119,4.76,,25,16,220,,0,8.8,13.75,64,,,,,,,,,,,,75,2,20,2,1,0,0,,,,3,153,51,1,1,0
12/17/1995,1995,16,SDG,IND,AWAY,27,24,51,,Dome,,,,40.5,2,7,0,7,13,0,29,11,29:11:00,26,,,,73,379,5.19,,32,114,3.56,,40,21,265,,1,6.63,12.62,52.5,,,,,,,,,,,,42,10,99,0,0,1,7,,,,3,132,44,1,1,0,3,7,0,14,0,30,49,30:49:00,24,,,,69,344,4.99,,24,68,2.83,,43,20,276,,1,6.42,13.8,46.51,,,,,,,,,,,,12,10,103,0,0,2,9,,,,3,135,45,1,1,0
12/17/1995,1995,16,TAM,CHI,AWAY,10,31,41,,Grass,,,,40,7,7,3,0,0,0,26,55,26:55:00,15,,,,57,289,5.07,,18,76,4.22,,37,22,213,,3,5.76,9.68,59.46,,,,,,,,,,,,22,7,66,3,1,2,13,,,,4,112,28,4,1,-3,7,7,10,7,0,33,5,33:05:00,23,,,,63,429,6.81,,35,173,4.94,,28,20,256,,0,9.14,12.8,71.43,,,,,,,,,,,,6,5,45,1,1,0,0,,,,3,111,37,1,4,3
12/17/1995,1995,16,WAS,STL,AWAY,35,23,58,,Dome,,,,42,3,7,7,14,7,0,30,33,30:33:00,18,,,,59,258,4.37,,34,118,3.47,,23,15,140,,1,6.09,9.33,65.22,,,,,,,,,,,,55,9,65,4,2,2,21,,,,5,230,46,3,4,1,10,0,0,13,0,29,27,29:27:00,23,,,,76,441,5.8,,24,96,4,,50,34,345,,1,6.9,10.15,68,,,,,,,,,,,,31,9,84,4,3,2,2,,,,4,168,42,4,3,-1
12/18/1995,1995,16,MIN,SFO,AWAY,30,37,67,,Grass,,,,47,13.5,0,20,7,3,0,29,4,29:04:00,17,,,,62,264,4.26,,18,75,4.17,,39,22,189,,0,4.85,8.59,56.41,,,,,,,,,,,,85,7,41,3,0,5,35,,,,8,312,39,0,4,4,21,6,3,7,0,30,56,30:56:00,21,,,,73,467,6.4,,23,42,1.83,,49,30,425,,2,8.67,14.17,61.22,,,,,,,,,,,,126,8,91,2,2,1,0,,,,3,126,42,4,0,-4
12/23/1995,1995,17,DET,TAM,AWAY,37,10,47,,Grass,,,,42,-7.5,14,3,10,10,0,32,7,32:07:00,24,,,,68,408,6,,24,60,2.5,,42,27,348,,1,8.29,12.89,64.29,,,,,,,,,,,,22,6,55,1,0,2,15,,,,3,84,28,1,4,3,0,3,0,7,0,27,53,27:53:00,17,,,,60,315,5.25,,16,144,9,,39,19,171,,2,4.38,9,48.72,,,,,,,,,,,,27,11,103,2,2,5,35,,,,6,252,42,4,1,-3
12/23/1995,1995,17,NWE,IND,AWAY,7,10,17,,Dome,,,,43,5.5,0,7,0,0,0,25,16,25:16:00,15,,,,64,279,4.36,,26,110,4.23,,37,17,169,,3,4.57,9.94,45.95,,,,,,,,,,,,21,6,40,1,0,1,17,,,,4,180,45,3,1,-2,0,0,7,3,0,34,44,34:44:00,19,,,,67,322,4.81,,31,127,4.1,,30,20,195,,0,6.5,9.75,66.67,,,,,,,,,,,,50,1,10,1,1,6,30,,,,6,216,36,1,3,2
